drug_name,manufacturer,strength,yj_code,price,dosage_form,route_of_administration,generic_name
デザレックス錠５ｍｇ,オルガノン,５ｍｇ１錠,4490032F1023,42.6,内用薬,経口,
ビラノア錠２０ｍｇ,大鵬薬品工業,２０ｍｇ１錠,4490033F1028,53.2,内用薬,経口,
ビラノアＯＤ錠２０ｍｇ,大鵬薬品工業,２０ｍｇ１錠,4490033F2024,53.2,内用薬,経口,
ルパフィン錠１０ｍｇ,帝國製薬,１０ｍｇ１錠,4490034F1022,46.4,内用薬,経口,
シダキュアスギ花粉舌下錠２，０００ＪＡＵ,鳥居薬品,２，０００ＪＡＵ１錠,4490035F1027,58.5,内用薬,経口,
シダキュアスギ花粉舌下錠５，０００ＪＡＵ,鳥居薬品,５，０００ＪＡＵ１錠,4490035F2023,146.1,内用薬,経口,
オラデオカプセル１５０ｍｇ,オーファンパシフィック,１５０ｍｇ１カプセル,4490036M1020,74228.2,内用薬,経口,
サイバインコ錠５０ｍｇ,ファイザー,５０ｍｇ１錠,4490037F1026,2199.3,内用薬,経口,
サイバインコ錠１００ｍｇ,ファイザー,１００ｍｇ１錠,4490037F2022,4287.4,内用薬,経口,
サイバインコ錠２００ｍｇ,ファイザー,２００ｍｇ１錠,4490037F3029,6431.2,内用薬,経口,
ディレグラ配合錠,ＬＴＬファーマ,１錠,4490100F1021,30.7,内用薬,経口,
プソフェキ配合錠「サワイ」,沢井製薬,１錠,4490100F1030,20.8,内用薬,経口,
プソフェキ配合錠「ＳＡＮＩＫ」,日医工,１錠,4490100F1048,16.0,内用薬,経口,
アキョウ,不明,１０ｇ,5100001X1016,143.6,内用薬,経口,
アセンヤク末,不明,１０ｇ,5100002A1018,15.6,内用薬,経口,
アマチャ末,不明,１０ｇ,5100003A1012,46.3,内用薬,経口,
アマチャ,不明,１０ｇ,5100003X1015,46.9,内用薬,経口,
アロエ末,不明,１０ｇ,5100004A1017,41.0,内用薬,経口,
アンソッコウ,不明,１０ｇ,5100005X1014,12.3,内用薬,経口,
イレイセン,不明,１０ｇ,5100006X1019,17.4,内用薬,経口,
ウチダのイレイセンＭ,ウチダ和漢薬,１０ｇ,5100006X1027,19.1,内用薬,経口,
トチモトのイレイセン,栃本天海堂,１０ｇ,5100006X1035,19.4,内用薬,経口,
インチンコウ,不明,１０ｇ,5100007X1013,25.7,内用薬,経口,
ウチダのインチンコウＭ,ウチダ和漢薬,１０ｇ,5100007X1021,27.9,内用薬,経口,
トチモトのインチンコウ,栃本天海堂,１０ｇ,5100007X1030,26.5,内用薬,経口,
ウイキョウ,不明,１０ｇ,5100008X1018,18.3,内用薬,経口,
ウコン,不明,１０ｇ,5100009X1012,14.9,内用薬,経口,
ウズ,不明,１０ｇ,5100010X1015,123.9,内用薬,経口,
ウチダの烏頭,ウチダ和漢薬,１０ｇ,5100010X1023,137.6,内用薬,経口,
ウバイ,不明,１０ｇ,5100011X1010,22.1,内用薬,経口,
ウヤク,不明,１０ｇ,5100012X1014,16.2,内用薬,経口,
トチモトのウヤク,栃本天海堂,１０ｇ,5100012X1030,16.6,内用薬,経口,
ウワウルシ,不明,１０ｇ,5100013X1019,18.9,内用薬,経口,
エイジツ末,不明,１０ｇ,5100014A1010,13.0,内用薬,経口,
エイジツ,不明,１０ｇ,5100014X1013,10.4,内用薬,経口,
エンゴサク,不明,１０ｇ,5100015X1018,49.4,内用薬,経口,
エンメイソウ,不明,１０ｇ,5100016X1012,26.9,内用薬,経口,
オウギ,不明,１０ｇ,5100017X1017,23.3,内用薬,経口,
ウチダのオウギＭ,ウチダ和漢薬,１０ｇ,5100017X1025,26.0,内用薬,経口,
花扇オウギＫ,小西製薬,１０ｇ,5100017X1033,26.0,内用薬,経口,
オウギダイコーＭ,大晃生薬,１０ｇ,5100017X1050,26.0,内用薬,経口,
ツムラの生薬オウギ,ツムラ,１０ｇ,5100017X1084,24.2,内用薬,経口,
トチモトのオウギ,栃本天海堂,１０ｇ,5100017X1106,24.2,内用薬,経口,
オウギ末,不明,１０ｇ,5100018A1019,27.9,内用薬,経口,
オウゴン末,不明,１０ｇ,5100019A1013,22.8,内用薬,経口,
オウゴン,不明,１０ｇ,5100019X1016,20.0,内用薬,経口,
オウバク末,不明,１０ｇ,5100020A1016,31.0,内用薬,経口,
オウバク,不明,１０ｇ,5100020X1019,27.3,内用薬,経口,
オウヒ,不明,１０ｇ,5100021X1013,10.7,内用薬,経口,
ウチダのオウヒＭ,ウチダ和漢薬,１０ｇ,5100021X1021,16.1,内用薬,経口,
トチモトのオウヒ,栃本天海堂,１０ｇ,5100021X1030,16.1,内用薬,経口,
オウレン末,不明,１０ｇ,5100022A1015,167.6,内用薬,経口,
オウレン,不明,１０ｇ,5100022X1018,90.3,内用薬,経口,
オンジ末,不明,１０ｇ,5100023A1010,32.1,内用薬,経口,
オンジ,不明,１０ｇ,5100023X1012,40.4,内用薬,経口,
カイカ,不明,１０ｇ,5100024X1017,21.6,内用薬,経口,
ガイヨウ,不明,１０ｇ,5100025X1011,25.5,内用薬,経口,
カゴソウ,不明,１０ｇ,5100026X1016,17.8,内用薬,経口,
カシ,不明,１０ｇ,5100027X1010,16.5,内用薬,経口,
カシュウ,不明,１０ｇ,5100028X1015,25.5,内用薬,経口,
ガジュツ,不明,１０ｇ,5100029X1010,10.5,内用薬,経口,
ウチダのガジュツＭ,ウチダ和漢薬,１０ｇ,5100029X1028,11.4,内用薬,経口,
トチモトのガジュツ,栃本天海堂,１０ｇ,5100029X1052,11.4,内用薬,経口,
高砂ガジュツＭ,高砂薬業,１０ｇ,5100029X1060,11.4,内用薬,経口,
ガジュツ末,不明,１０ｇ,5100030A1010,18.6,内用薬,経口,
カッコウ,不明,１０ｇ,5100031X1017,14.4,内用薬,経口,
カッコン,不明,１０ｇ,5100032X1011,17.1,内用薬,経口,
カッセキ,不明,１０ｇ,5100033X1016,15.8,内用薬,経口,
カノコソウ末,不明,１０ｇ,5100034A1018,50.6,内用薬,経口,
カノコソウ,不明,１０ｇ,5100034X1010,46.0,内用薬,経口,
カマラ,不明,１０ｇ,5100035X1015,336.8,内用薬,経口,
カロコン,不明,１０ｇ,5100036X1010,17.3,内用薬,経口,
カロニン,不明,１０ｇ,5100037X1014,29.8,内用薬,経口,
カンキョウ,不明,１０ｇ,5100038X1019,16.2,内用薬,経口,
カンゾウ末,不明,１０ｇ,5100039A1010,32.0,内用薬,経口,
カンゾウ,不明,１０ｇ,5100039X1013,21.3,内用薬,経口,
カンタリス,不明,１０ｇ,5100040X1016,212.2,内用薬,経口,
カンテン末,不明,１０ｇ,5100041A1018,51.1,内用薬,経口,
キキョウ末,不明,１０ｇ,5100042A1012,25.9,内用薬,経口,
キキョウ,不明,１０ｇ,5100042X1015,28.2,内用薬,経口,
キクカ,不明,１０ｇ,5100043X1010,33.6,内用薬,経口,
キササゲ,不明,１０ｇ,5100044X1014,19.4,内用薬,経口,
キジツ,不明,１０ｇ,5100045X1019,12.7,内用薬,経口,
ウチダのキジツＭ,ウチダ和漢薬,１０ｇ,5100045X1027,14.4,内用薬,経口,
ツムラの生薬キジツ,ツムラ,１０ｇ,5100045X1086,14.4,内用薬,経口,
トチモトのキジツ,栃本天海堂,１０ｇ,5100045X1094,14.4,内用薬,経口,
キッピ,不明,１０ｇ,5100046X1013,12.4,内用薬,経口,
ウチダのキッピＭ,ウチダ和漢薬,１０ｇ,5100046X1021,13.0,内用薬,経口,
トチモトのキッピ,栃本天海堂,１０ｇ,5100046X1030,13.0,内用薬,経口,
キナ末,不明,１０ｇ,5100047A1015,12.4,内用薬,経口,
キナ,不明,１０ｇ,5100047X1018,16.8,内用薬,経口,
キョウカツ,不明,１０ｇ,5100048X1012,60.1,内用薬,経口,
キョウニン,不明,１０ｇ,5100049X1017,15.9,内用薬,経口,
キンギンカ,不明,１０ｇ,5100050X1010,97.8,内用薬,経口,
グアヤク脂,不明,１０ｇ,5100051X1014,26.5,内用薬,経口,
クコシ,不明,１０ｇ,5100052X1019,28.8,内用薬,経口,
クコヨウ,不明,１０ｇ,5100053X1013,14.0,内用薬,経口,
クジン末,不明,１０ｇ,5100054A1015,17.1,内用薬,経口,
クジン,不明,１０ｇ,5100054X1018,14.3,内用薬,経口,
ケイガイ,不明,１０ｇ,5100055X1012,17.5,内用薬,経口,
ケイヒ末,不明,１０ｇ,5100056A1014,21.9,内用薬,経口,
ケイヒ,不明,１０ｇ,5100056X1017,16.2,内用薬,経口,
ケツメイシ,不明,１０ｇ,5100057X1011,6.3,内用薬,経口,
ケンゴシ,不明,１０ｇ,5100058X1016,9.7,内用薬,経口,
ゲンジン,不明,１０ｇ,5100059X1010,15.4,内用薬,経口,
ゲンチアナ末,不明,１０ｇ,5100060A1010,32.6,内用薬,経口,
ゲンチアナ末「ケンエー」,健栄製薬,１０ｇ,5100060A1061,33.1,内用薬,経口,
ゲンチアナ,不明,１０ｇ,5100060X1013,20.4,内用薬,経口,
ゲンノショウコ末,不明,１０ｇ,5100061A1015,19.4,内用薬,経口,
ゲンノショウコ,不明,１０ｇ,5100061X1018,19.4,内用薬,経口,
コウカ,不明,１０ｇ,5100062X1012,49.3,内用薬,経口,
コウジン,不明,１ｇ,5100063X1017,11.9,内用薬,経口,
ウチダのコウジンＭ,ウチダ和漢薬,１ｇ,5100063X1025,13.0,内用薬,経口,
トチモトのコウジン,栃本天海堂,１ｇ,5100063X1122,12.4,内用薬,経口,
ウチダのコウジン末Ｍ,ウチダ和漢薬,１ｇ,5100064A1027,16.6,内用薬,経口,
花扇コウジン末,小西製薬,１ｇ,5100064A1043,11.5,内用薬,経口,
コウジン末鈴,鈴粉末薬品,１ｇ,5100064A1051,13.2,内用薬,経口,
正官庄コウジン末,大木製薬,１ｇ,5100064A1167,46.0,内用薬,経口,
高砂コウジン末Ｍ,高砂薬業,１ｇ,5100064A1175,18.1,内用薬,経口,
ツムラの生薬コウジン末（調剤用）,ツムラ,１ｇ,5100064A1183,33.9,内用薬,経口,
トチモトのコウジン末ＡＭ,栃本天海堂,１ｇ,5100064A1205,18.4,内用薬,経口,
ホンゾウコウジン末,本草製薬,１ｇ,5100064A1230,11.0,内用薬,経口,
薬師印のコウジン末,薬師製薬,１ｇ,5100064A1272,12.1,内用薬,経口,
コウブシ末,不明,１０ｇ,5100065A1013,13.2,内用薬,経口,
コウブシ,不明,１０ｇ,5100065X1016,12.6,内用薬,経口,
コウベイ,不明,１０ｇ,5100066X1010,14.4,内用薬,経口,
コウボク末,不明,１０ｇ,5100067A1012,19.3,内用薬,経口,
ウチダのコウボク末Ｍ,ウチダ和漢薬,１０ｇ,5100067A1020,21.4,内用薬,経口,
高砂コウボク末Ｍ,高砂薬業,１０ｇ,5100067A1063,21.4,内用薬,経口,
コウボク,不明,１０ｇ,5100067X1015,18.2,内用薬,経口,
コウホン,不明,１０ｇ,5100068X1010,28.9,内用薬,経口,
ゴシツ,不明,１０ｇ,5100069X1014,19.1,内用薬,経口,
ゴシュユ,不明,１０ｇ,5100070X1017,33.9,内用薬,経口,
ゴボウシ,不明,１０ｇ,5100071X1011,19.6,内用薬,経口,
ゴミシ,不明,１０ｇ,5100072X1016,125.3,内用薬,経口,
コロンボ末,不明,１０ｇ,5100073A1018,15.4,内用薬,経口,
コロンボ,不明,１０ｇ,5100073X1010,12.3,内用薬,経口,
コンズランゴ,不明,１０ｇ,5100074X1015,12.4,内用薬,経口,
サイコ,不明,１０ｇ,5100075X1010,46.1,内用薬,経口,
サイシン,不明,１０ｇ,5100076X1014,72.0,内用薬,経口,
ザクロヒ,不明,１０ｇ,5100077X1019,62.1,内用薬,経口,
サフラン,不明,１ｇ,5100078X1013,360.6,内用薬,経口,
ウチダのサフランＭ,ウチダ和漢薬,１ｇ,5100078X1021,392.4,内用薬,経口,
花扇サフランＫ,小西製薬,１ｇ,5100078X1048,392.4,内用薬,経口,
サフラン鈴,鈴粉末薬品,１ｇ,5100078X1056,392.4,内用薬,経口,
サフランダイコーＭ,大晃生薬,１ｇ,5100078X1064,392.4,内用薬,経口,
トチモトのサフラン,栃本天海堂,１ｇ,5100078X1099,392.4,内用薬,経口,
サンキライ末,不明,１０ｇ,5100079A1015,15.0,内用薬,経口,
サンキライ,不明,１０ｇ,5100079X1018,15.0,内用薬,経口,
サンザシ,不明,１０ｇ,5100080X1010,18.9,内用薬,経口,
サンシシ末,不明,１０ｇ,5100081A1012,20.8,内用薬,経口,
サンシシ,不明,１０ｇ,5100081X1015,15.9,内用薬,経口,
サンシュユ,不明,１０ｇ,5100082X1010,56.9,内用薬,経口,
トチモトのサンシュユ,栃本天海堂,１０ｇ,5100082X1095,59.0,内用薬,経口,
サンショウ末,不明,１０ｇ,5100083A1011,101.9,内用薬,経口,
サンショウ,不明,１０ｇ,5100083X1014,267.0,内用薬,経口,
サンズコン,不明,１０ｇ,5100084X1019,19.7,内用薬,経口,
サンソウニン,不明,１０ｇ,5100085X1013,46.4,内用薬,経口,
サンヤク,不明,１０ｇ,5100086X1018,18.7,内用薬,経口,
ウチダのサンヤクＭ,ウチダ和漢薬,１０ｇ,5100086X1026,20.0,内用薬,経口,
小島山薬Ｍ,小島漢方,１０ｇ,5100086X1069,19.8,内用薬,経口,
ツムラの生薬サンヤク,ツムラ,１０ｇ,5100086X1085,19.9,内用薬,経口,
トチモトのサンヤク,栃本天海堂,１０ｇ,5100086X1093,22.1,内用薬,経口,
ジオウ,不明,１０ｇ,5100087X1012,19.4,内用薬,経口,
シオン,不明,１０ｇ,5100088X1017,22.0,内用薬,経口,
ジコッピ,不明,１０ｇ,5100089X1011,21.8,内用薬,経口,
ウチダのジコッピＭ,ウチダ和漢薬,１０ｇ,5100089X1020,32.7,内用薬,経口,
トチモトのジコッピ,栃本天海堂,１０ｇ,5100089X1038,32.7,内用薬,経口,
高砂ジコッピＭ,高砂薬業,１０ｇ,5100089X1070,32.7,内用薬,経口,
シコン,不明,１０ｇ,5100090X1014,31.8,内用薬,経口,
シソシ,不明,１０ｇ,5100091X1019,18.0,内用薬,経口,
シツリシ,不明,１０ｇ,5100092X1013,17.8,内用薬,経口,
トチモトのシツリシ,栃本天海堂,１０ｇ,5100092X1030,19.5,内用薬,経口,
シテイ,不明,１０ｇ,5100093X1018,29.4,内用薬,経口,
シャクヤク末,不明,１０ｇ,5100094A1010,29.1,内用薬,経口,
シャクヤク,不明,１０ｇ,5100094X1012,28.7,内用薬,経口,
ジャショウシ,不明,１０ｇ,5100095X1017,11.7,内用薬,経口,
シャジン,不明,１０ｇ,5100096X1011,52.5,内用薬,経口,
シャゼンシ,不明,１０ｇ,5100097X1016,12.3,内用薬,経口,
シャゼンソウ,不明,１０ｇ,5100098X1010,13.4,内用薬,経口,
ウチダの修治ブシＭ,ウチダ和漢薬,１０ｇ,5100099X1031,135.7,内用薬,経口,
ジュウヤク,不明,１０ｇ,5100100X1010,23.7,内用薬,経口,
シュクシャ末,不明,１０ｇ,5100101A1011,55.9,内用薬,経口,
シュクシャ,不明,１０ｇ,5100101X1014,36.4,内用薬,経口,
ウチダのシュクシャＭ,ウチダ和漢薬,１０ｇ,5100101X1022,46.3,内用薬,経口,
トチモトのシュクシャ,栃本天海堂,１０ｇ,5100101X1090,42.7,内用薬,経口,
ショウキョウ末,不明,１０ｇ,5100102A1016,17.3,内用薬,経口,
ショウキョウ,不明,１０ｇ,5100102X1019,15.5,内用薬,経口,
ショウズク,不明,１０ｇ,5100103X1013,106.0,内用薬,経口,
ショウズク末,不明,１０ｇ,5100104A1015,114.9,内用薬,経口,
ショウバク,不明,１０ｇ,5100105X1012,8.8,内用薬,経口,
ショウマ,不明,１０ｇ,5100106X1017,12.7,内用薬,経口,
シンイ,不明,１０ｇ,5100107X1011,52.6,内用薬,経口,
ウチダのシンイＭ,ウチダ和漢薬,１０ｇ,5100107X1020,58.4,内用薬,経口,
トチモトのシンイ,栃本天海堂,１０ｇ,5100107X1038,57.6,内用薬,経口,
ツムラの生薬シンイ,ツムラ,１０ｇ,5100107X1046,58.4,内用薬,経口,
高砂シンイＭ,高砂薬業,１０ｇ,5100107X1070,57.6,内用薬,経口,
セキショウシ,不明,１０ｇ,5100108X1016,70.9,内用薬,経口,
セッコウ,不明,１０ｇ,5100109X1010,9.5,内用薬,経口,
セネガ末,不明,１０ｇ,5100110A1010,121.0,内用薬,経口,
セネガ,不明,１０ｇ,5100110X1013,119.7,内用薬,経口,
センキュウ末,不明,１０ｇ,5100111A1015,29.7,内用薬,経口,
センキュウ,不明,１０ｇ,5100111X1018,22.7,内用薬,経口,
ゼンコ,不明,１０ｇ,5100112X1012,44.7,内用薬,経口,
センコツ,不明,１０ｇ,5100113X1017,35.9,内用薬,経口,
センタイ,不明,１０ｇ,5100114X1011,76.4,内用薬,経口,
センナ末,不明,１０ｇ,5100115A1013,12.6,内用薬,経口,
センナ,不明,１０ｇ,5100115X1016,9.6,内用薬,経口,
センブリ末,不明,１０ｇ,5100116A1018,222.3,内用薬,経口,
センブリ,不明,１０ｇ,5100116X1010,233.6,内用薬,経口,
ソウジュツ末,不明,１０ｇ,5100117A1012,23.4,内用薬,経口,
ソウジュツ,不明,１０ｇ,5100117X1015,25.7,内用薬,経口,
ソウハクヒ,不明,１０ｇ,5100118X1010,15.5,内用薬,経口,
ソボク,不明,１０ｇ,5100119X1014,29.1,内用薬,経口,
ソヨウ,不明,１０ｇ,5100120X1017,25.4,内用薬,経口,
ダイオウ末,不明,１０ｇ,5100121A1019,24.5,内用薬,経口,
ダイオウ,不明,１０ｇ,5100121X1011,20.0,内用薬,経口,
タイソウ,不明,１０ｇ,5100122X1016,24.8,内用薬,経口,
ダイフクヒ,不明,１０ｇ,5100123X1010,27.3,内用薬,経口,
タクシャ末,不明,１０ｇ,5100124A1012,23.1,内用薬,経口,
タクシャ,不明,１０ｇ,5100124X1015,17.1,内用薬,経口,
チクジョ,不明,１０ｇ,5100125X1010,16.6,内用薬,経口,
トチモトのチクジョ,栃本天海堂,１０ｇ,5100125X1036,17.4,内用薬,経口,
チクセツニンジン末,不明,１０ｇ,5100126A1011,183.0,内用薬,経口,
チクセツニンジン,不明,１０ｇ,5100126X1014,183.0,内用薬,経口,
チモ,不明,１０ｇ,5100127X1019,16.6,内用薬,経口,
ウチダのチモＭ,ウチダ和漢薬,１０ｇ,5100127X1027,17.1,内用薬,経口,
チョウジ末,不明,１０ｇ,5100128A1010,25.6,内用薬,経口,
チョウジ,不明,１０ｇ,5100128X1013,28.8,内用薬,経口,
チョウトウコウ,不明,１０ｇ,5100129X1018,25.5,内用薬,経口,
チョレイ,不明,１０ｇ,5100130X1010,80.4,内用薬,経口,
チンピ,不明,１０ｇ,5100131X1015,11.7,内用薬,経口,
テンナンショウ,不明,１０ｇ,5100132X1010,23.4,内用薬,経口,
トチモトのテンナンショウ,栃本天海堂,１０ｇ,5100132X1036,25.3,内用薬,経口,
テンマ末,不明,１ｇ,5100133A1011,22.8,内用薬,経口,
高砂テンマ末Ｍ,高砂薬業,１ｇ,5100133A1046,23.3,内用薬,経口,
テンマ,不明,１ｇ,5100133X1014,20.9,内用薬,経口,
ウチダのテンマＭ,ウチダ和漢薬,１ｇ,5100133X1022,21.3,内用薬,経口,
テンモンドウ,不明,１０ｇ,5100134X1019,49.5,内用薬,経口,
トウガシ,不明,１０ｇ,5100135X1013,15.1,内用薬,経口,
ウチダのトウガシＭ,ウチダ和漢薬,１０ｇ,5100135X1021,15.6,内用薬,経口,
トウガラシ末,不明,１０ｇ,5100136A1015,15.4,内用薬,経口,
トウガラシ,不明,１０ｇ,5100136X1018,12.3,内用薬,経口,
トウキ末,不明,１０ｇ,5100137A1010,39.8,内用薬,経口,
トウキ,不明,１０ｇ,5100137X1012,30.7,内用薬,経口,
ウチダのトウキＭ,ウチダ和漢薬,１０ｇ,5100137X1020,34.0,内用薬,経口,
花扇トウキＫ,小西製薬,１０ｇ,5100137X1047,34.0,内用薬,経口,
トウキダイコーＭ,大晃生薬,１０ｇ,5100137X1063,32.9,内用薬,経口,
小島当帰Ｍ,小島漢方,１０ｇ,5100137X1071,32.9,内用薬,経口,
ツムラの生薬トウキ,ツムラ,１０ｇ,5100137X1098,34.0,内用薬,経口,
トチモトのトウキ,栃本天海堂,１０ｇ,5100137X1101,32.9,内用薬,経口,
トウドクカツ,不明,１０ｇ,5100138X1017,18.0,内用薬,経口,
トウニン,不明,１０ｇ,5100139X1011,51.3,内用薬,経口,
トウヒ末,不明,１０ｇ,5100140A1011,19.7,内用薬,経口,
トウヒ,不明,１０ｇ,5100140X1014,20.3,内用薬,経口,
ドクカツ,不明,１０ｇ,5100141X1019,12.9,内用薬,経口,
ウチダのドクカツＭ,ウチダ和漢薬,１０ｇ,5100141X1027,13.3,内用薬,経口,
トコン末,不明,１ｇ,5100142A1010,71.7,内用薬,経口,
トコン,不明,１ｇ,5100142X1013,72.2,内用薬,経口,
ドベッコウ,不明,１０ｇ,5100143X1018,67.3,内用薬,経口,
トラガント末,不明,１０ｇ,5100144A1010,92.5,内用薬,経口,
トラガント,不明,１０ｇ,5100144X1012,65.0,内用薬,経口,
ナンテンジツ,不明,１０ｇ,5100145X1017,35.3,内用薬,経口,
ニガキ末,不明,１０ｇ,5100146A1019,11.1,内用薬,経口,
ニガキ,不明,１０ｇ,5100146X1011,10.1,内用薬,経口,
ニクズク,不明,１０ｇ,5100147X1016,29.1,内用薬,経口,
ニンジン,不明,１０ｇ,5100148X1010,179.7,内用薬,経口,
ニンドウ,不明,１０ｇ,5100149X1015,11.8,内用薬,経口,
トチモトのニンドウ,栃本天海堂,１０ｇ,5100149X1031,12.0,内用薬,経口,
バイモ,不明,１０ｇ,5100150X1018,53.3,内用薬,経口,
バクモンドウ,不明,１０ｇ,5100151X1012,45.4,内用薬,経口,
ハッカ,不明,１０ｇ,5100152X1017,18.7,内用薬,経口,
ハマボウフウ,不明,１０ｇ,5100153X1011,54.4,内用薬,経口,
ハンゲ,不明,１０ｇ,5100154X1016,45.7,内用薬,経口,
ヒシノミ,不明,１０ｇ,5100155X1010,23.1,内用薬,経口,
ビャクゴウ,不明,１０ｇ,5100156X1015,24.3,内用薬,経口,
トチモトのビャクゴウ,栃本天海堂,１０ｇ,5100156X1040,25.5,内用薬,経口,
ビャクシ,不明,１０ｇ,5100157X1010,29.1,内用薬,経口,
ビャクジュツ末,不明,１０ｇ,5100158A1011,36.2,内用薬,経口,
ビャクジュツ,不明,１０ｇ,5100158X1014,29.0,内用薬,経口,
ウチダのビャクジュツＭ,ウチダ和漢薬,１０ｇ,5100158X1022,32.3,内用薬,経口,
花扇ビャクジュツＫ,小西製薬,１０ｇ,5100158X1049,32.3,内用薬,経口,
ビワヨウ,不明,１０ｇ,5100159X1019,18.1,内用薬,経口,
トチモトのビワヨウ,栃本天海堂,１０ｇ,5100159X1035,19.0,内用薬,経口,
ビンロウジ末,不明,１０ｇ,5100160A1019,12.4,内用薬,経口,
ビンロウジ,不明,１０ｇ,5100160X1011,12.7,内用薬,経口,
ブクリョウ末,不明,１０ｇ,5100161A1013,28.9,内用薬,経口,
ブクリョウ,不明,１０ｇ,5100161X1016,23.9,内用薬,経口,
ウチダの附子,ウチダ和漢薬,１０ｇ,5100162X1029,166.6,内用薬,経口,
ボウイ,不明,１０ｇ,5100163X1015,17.2,内用薬,経口,
ボウコン,不明,１０ｇ,5100164X1010,14.7,内用薬,経口,
ボウフウ,不明,１０ｇ,5100165X1014,40.2,内用薬,経口,
ウチダの炮附子,ウチダ和漢薬,１０ｇ,5100166X1027,97.9,内用薬,経口,
トチモトのホウブシ,栃本天海堂,１０ｇ,5100166X1035,91.6,内用薬,経口,
花扇加工ブシＫ,小西製薬,１０ｇ,5100166X1043,74.2,内用薬,経口,
ボクソク,不明,１０ｇ,5100167X1013,22.0,内用薬,経口,
ボタンピ末,不明,１０ｇ,5100168A1015,23.5,内用薬,経口,
ボタンピ,不明,１０ｇ,5100168X1018,33.6,内用薬,経口,
ボレイ末,不明,１０ｇ,5100169A1010,10.2,内用薬,経口,
ボレイ,不明,１０ｇ,5100169X1012,9.4,内用薬,経口,
マオウ,不明,１０ｇ,5100170X1015,12.5,内用薬,経口,
マシニン,不明,１０ｇ,5100171X1010,11.0,内用薬,経口,
トチモトのマシニン,栃本天海堂,１０ｇ,5100171X1036,11.5,内用薬,経口,
マンケイシ,不明,１０ｇ,5100172X1014,18.2,内用薬,経口,
トチモトのマンケイシ,栃本天海堂,１０ｇ,5100172X1030,19.1,内用薬,経口,
モクツウ,不明,１０ｇ,5100173X1019,14.2,内用薬,経口,
モッカ,不明,１０ｇ,5100174X1013,20.0,内用薬,経口,
モッコウ,不明,１０ｇ,5100175X1018,18.3,内用薬,経口,
モッコウ末,不明,１０ｇ,5100176A1010,20.8,内用薬,経口,
ヤクチ,不明,１０ｇ,5100177X1017,24.2,内用薬,経口,
ウチダのヤクチＭ,ウチダ和漢薬,１０ｇ,5100177X1025,26.3,内用薬,経口,
高砂ヤクチＭ,高砂薬業,１０ｇ,5100177X1068,26.3,内用薬,経口,
トチモトのヤクチ,栃本天海堂,１０ｇ,5100177X1076,26.3,内用薬,経口,
ヤクモソウ,不明,１０ｇ,5100178X1011,20.0,内用薬,経口,
ヨウバイヒ末,不明,１０ｇ,5100179A1013,16.8,内用薬,経口,
ヨウバイヒ,不明,１０ｇ,5100179X1016,14.2,内用薬,経口,
ヨクイニン末,不明,１０ｇ,5100180A1016,12.5,内用薬,経口,
ヨクイニン,不明,１０ｇ,5100180X1019,9.0,内用薬,経口,
リュウガンニク,不明,１０ｇ,5100181X1013,33.0,内用薬,経口,
トチモトのリュウガンニク,栃本天海堂,１０ｇ,5100181X1030,35.6,内用薬,経口,
リュウコツ,不明,１０ｇ,5100182X1018,21.1,内用薬,経口,
リュウタン末,不明,１０ｇ,5100183A1010,39.5,内用薬,経口,
リュウタン,不明,１０ｇ,5100183X1012,33.8,内用薬,経口,
リョウキョウ,不明,１０ｇ,5100184X1017,13.1,内用薬,経口,
レンギョウ,不明,１０ｇ,5100185X1011,33.8,内用薬,経口,
レンニク,不明,１０ｇ,5100186X1016,20.8,内用薬,経口,
ロートコン,不明,１０ｇ,5100187X1010,17.7,内用薬,経口,
ワキョウカツ,不明,１０ｇ,5100188X1015,35.0,内用薬,経口,
ワコウホン,不明,１０ｇ,5100189X1010,35.3,内用薬,経口,
トチュウ,不明,１０ｇ,5100190X1012,31.0,内用薬,経口,
トチモトのトチュウ,栃本天海堂,１０ｇ,5100190X1020,34.3,内用薬,経口,
バクガ,不明,１０ｇ,5100191X1017,18.4,内用薬,経口,
チャヨウ,不明,１０ｇ,5100192X1011,16.3,内用薬,経口,
ゴマ,不明,１０ｇ,5100193X1016,19.4,内用薬,経口,
コウイ,不明,１０ｇ,5100194X1010,23.9,内用薬,経口,
コタロー安中散エキス細粒,小太郎漢方製薬,１ｇ,5200001C1036,11.3,内用薬,経口,
〔東洋〕安中散料エキス細粒,東洋薬行,１ｇ,5200001C1044,10.5,内用薬,経口,
クラシエ安中散料エキス細粒,クラシエ,１ｇ,5200001C1052,12.2,内用薬,経口,
オースギ安中散料エキスＧ,大杉製薬,１ｇ,5200001D1031,17.4,内用薬,経口,
ＪＰＳ安中散料エキス顆粒〔調剤用〕,ジェーピーエス製薬,１ｇ,5200001D1040,9.5,内用薬,経口,
ツムラ安中散エキス顆粒（医療用）,ツムラ,１ｇ,5200001D1066,10.8,内用薬,経口,
本草安中散料エキス顆粒－Ｍ,本草製薬,１ｇ,5200001D1090,8.1,内用薬,経口,
オースギ安中散料エキスＴ錠,高砂薬業,１錠,5200001F1024,5.7,内用薬,経口,
コタロー安中散エキスカプセル,小太郎漢方製薬,１カプセル,5200001M1023,11.9,内用薬,経口,
